2024-06-23 20:07:23,715 Doc2Vec lifecycle event {'params': 'Doc2Vec<dm/m,d5000,n5,w2,s0.001,t4>', 'datetime': '2024-06-23T20:07:23.713604', 'gensim': '4.3.2', 'python': '3.11.9 (main, Apr 19 2024, 16:48:06) [GCC 11.2.0]', 'platform': 'Linux-5.4.0-128-generic-x86_64-with-glibc2.31', 'event': 'created'}
2024-06-23 20:07:23,715 collecting all words and their counts
2024-06-23 20:07:23,715 PROGRESS: at example #0, processed 0 words (0 words/s), 0 word types, 0 tags
2024-06-23 20:07:23,951 PROGRESS: at example #10000, processed 1168609 words (4944448 words/s), 72028 word types, 0 tags
2024-06-23 20:07:24,199 PROGRESS: at example #20000, processed 2388715 words (4931178 words/s), 103898 word types, 0 tags
2024-06-23 20:07:24,420 collected 133984 word types and 5 unique tags from a corpus of 29904 examples and 3499793 words
2024-06-23 20:07:24,420 Creating a fresh vocabulary
2024-06-23 20:07:24,845 Doc2Vec lifecycle event {'msg': 'effective_min_count=1 retains 133984 unique words (100.00% of original 133984, drops 0)', 'datetime': '2024-06-23T20:07:24.845470', 'gensim': '4.3.2', 'python': '3.11.9 (main, Apr 19 2024, 16:48:06) [GCC 11.2.0]', 'platform': 'Linux-5.4.0-128-generic-x86_64-with-glibc2.31', 'event': 'prepare_vocab'}
2024-06-23 20:07:24,845 Doc2Vec lifecycle event {'msg': 'effective_min_count=1 leaves 3499793 word corpus (100.00% of original 3499793, drops 0)', 'datetime': '2024-06-23T20:07:24.845722', 'gensim': '4.3.2', 'python': '3.11.9 (main, Apr 19 2024, 16:48:06) [GCC 11.2.0]', 'platform': 'Linux-5.4.0-128-generic-x86_64-with-glibc2.31', 'event': 'prepare_vocab'}
2024-06-23 20:07:25,561 deleting the raw counts dictionary of 133984 items
2024-06-23 20:07:25,563 sample=0.001 downsamples 6 most-common words
2024-06-23 20:07:25,563 Doc2Vec lifecycle event {'msg': 'downsampling leaves estimated 3489663.383565615 word corpus (99.7%% of prior 3499793)', 'datetime': '2024-06-23T20:07:25.563518', 'gensim': '4.3.2', 'python': '3.11.9 (main, Apr 19 2024, 16:48:06) [GCC 11.2.0]', 'platform': 'Linux-5.4.0-128-generic-x86_64-with-glibc2.31', 'event': 'prepare_vocab'}
2024-06-23 20:07:26,763 estimated required memory for 133984 words and 5000 dimensions: 5426453000 bytes
2024-06-23 20:07:26,763 resetting layer weights
2024-06-23 20:07:30,502 Doc2Vec lifecycle event {'msg': 'training model with 4 workers on 133984 vocabulary and 5000 features, using sg=0 hs=0 sample=0.001 negative=5 window=2 shrink_windows=True', 'datetime': '2024-06-23T20:07:30.502803', 'gensim': '4.3.2', 'python': '3.11.9 (main, Apr 19 2024, 16:48:06) [GCC 11.2.0]', 'platform': 'Linux-5.4.0-128-generic-x86_64-with-glibc2.31', 'event': 'train'}
2024-06-23 20:07:31,565 EPOCH 0 - PROGRESS: at 0.31% examples, 9504 words/s, in_qsize 7, out_qsize 0
2024-06-23 20:07:32,808 EPOCH 0 - PROGRESS: at 2.72% examples, 39193 words/s, in_qsize 7, out_qsize 0
2024-06-23 20:07:33,818 EPOCH 0 - PROGRESS: at 5.00% examples, 51418 words/s, in_qsize 8, out_qsize 0
2024-06-23 20:07:35,271 EPOCH 0 - PROGRESS: at 7.91% examples, 56688 words/s, in_qsize 7, out_qsize 0
2024-06-23 20:07:36,547 EPOCH 0 - PROGRESS: at 9.99% examples, 56262 words/s, in_qsize 7, out_qsize 0
2024-06-23 20:07:37,684 EPOCH 0 - PROGRESS: at 12.63% examples, 58520 words/s, in_qsize 8, out_qsize 0
2024-06-23 20:07:38,713 EPOCH 0 - PROGRESS: at 14.66% examples, 60902 words/s, in_qsize 7, out_qsize 0
2024-06-23 20:07:40,032 EPOCH 0 - PROGRESS: at 17.46% examples, 62977 words/s, in_qsize 7, out_qsize 0
2024-06-23 20:07:41,045 EPOCH 0 - PROGRESS: at 20.19% examples, 66388 words/s, in_qsize 8, out_qsize 0
2024-06-23 20:07:42,063 EPOCH 0 - PROGRESS: at 22.39% examples, 67455 words/s, in_qsize 8, out_qsize 0
2024-06-23 20:07:43,201 EPOCH 0 - PROGRESS: at 24.89% examples, 68459 words/s, in_qsize 8, out_qsize 0
2024-06-23 20:07:44,297 EPOCH 0 - PROGRESS: at 27.71% examples, 70257 words/s, in_qsize 8, out_qsize 0
2024-06-23 20:07:45,333 EPOCH 0 - PROGRESS: at 30.22% examples, 71419 words/s, in_qsize 8, out_qsize 0
2024-06-23 20:07:46,388 EPOCH 0 - PROGRESS: at 32.69% examples, 72337 words/s, in_qsize 8, out_qsize 0
2024-06-23 20:07:47,514 EPOCH 0 - PROGRESS: at 35.20% examples, 72844 words/s, in_qsize 7, out_qsize 0
2024-06-23 20:07:48,562 EPOCH 0 - PROGRESS: at 37.71% examples, 73595 words/s, in_qsize 8, out_qsize 0
2024-06-23 20:07:49,808 EPOCH 0 - PROGRESS: at 40.45% examples, 74018 words/s, in_qsize 8, out_qsize 0
2024-06-23 20:07:50,940 EPOCH 0 - PROGRESS: at 43.13% examples, 74325 words/s, in_qsize 8, out_qsize 0
2024-06-23 20:07:52,153 EPOCH 0 - PROGRESS: at 46.14% examples, 75247 words/s, in_qsize 8, out_qsize 0
2024-06-23 20:07:53,202 EPOCH 0 - PROGRESS: at 49.27% examples, 76170 words/s, in_qsize 8, out_qsize 0
2024-06-23 20:07:54,247 EPOCH 0 - PROGRESS: at 52.05% examples, 77019 words/s, in_qsize 8, out_qsize 0
2024-06-23 20:07:55,450 EPOCH 0 - PROGRESS: at 54.40% examples, 76911 words/s, in_qsize 8, out_qsize 0
2024-06-23 20:07:56,566 EPOCH 0 - PROGRESS: at 57.34% examples, 77830 words/s, in_qsize 8, out_qsize 0
2024-06-23 20:07:57,708 EPOCH 0 - PROGRESS: at 59.67% examples, 77861 words/s, in_qsize 8, out_qsize 0
2024-06-23 20:07:58,732 EPOCH 0 - PROGRESS: at 62.01% examples, 78222 words/s, in_qsize 7, out_qsize 0
2024-06-23 20:07:59,906 EPOCH 0 - PROGRESS: at 64.76% examples, 78817 words/s, in_qsize 8, out_qsize 0
2024-06-23 20:08:00,965 EPOCH 0 - PROGRESS: at 66.99% examples, 79031 words/s, in_qsize 8, out_qsize 0
2024-06-23 20:08:02,021 EPOCH 0 - PROGRESS: at 69.83% examples, 79876 words/s, in_qsize 8, out_qsize 0
2024-06-23 20:08:03,171 EPOCH 0 - PROGRESS: at 72.07% examples, 79798 words/s, in_qsize 8, out_qsize 0
2024-06-23 20:08:04,187 EPOCH 0 - PROGRESS: at 74.79% examples, 80637 words/s, in_qsize 7, out_qsize 0
2024-06-23 20:08:05,383 EPOCH 0 - PROGRESS: at 77.00% examples, 80436 words/s, in_qsize 8, out_qsize 0
2024-06-23 20:08:06,681 EPOCH 0 - PROGRESS: at 79.99% examples, 80853 words/s, in_qsize 8, out_qsize 0
2024-06-23 20:08:08,013 EPOCH 0 - PROGRESS: at 84.17% examples, 81166 words/s, in_qsize 7, out_qsize 0
2024-06-23 20:08:09,296 EPOCH 0 - PROGRESS: at 88.09% examples, 81578 words/s, in_qsize 7, out_qsize 0
2024-06-23 20:08:10,594 EPOCH 0 - PROGRESS: at 92.40% examples, 81932 words/s, in_qsize 8, out_qsize 0
2024-06-23 20:08:11,617 EPOCH 0 - PROGRESS: at 95.89% examples, 82572 words/s, in_qsize 7, out_qsize 0
2024-06-23 20:08:12,716 EPOCH 0 - PROGRESS: at 98.82% examples, 82559 words/s, in_qsize 4, out_qsize 0
2024-06-23 20:08:12,909 EPOCH 0: training on 3499793 raw words (3519625 effective words) took 42.4s, 83009 effective words/s
2024-06-23 20:08:14,129 EPOCH 1 - PROGRESS: at 2.72% examples, 74089 words/s, in_qsize 7, out_qsize 0
2024-06-23 20:08:15,411 EPOCH 1 - PROGRESS: at 6.10% examples, 84082 words/s, in_qsize 8, out_qsize 0
2024-06-23 20:08:16,746 EPOCH 1 - PROGRESS: at 9.76% examples, 86039 words/s, in_qsize 7, out_qsize 0
2024-06-23 20:08:17,761 EPOCH 1 - PROGRESS: at 13.18% examples, 90725 words/s, in_qsize 8, out_qsize 0
2024-06-23 20:08:18,902 EPOCH 1 - PROGRESS: at 15.43% examples, 88432 words/s, in_qsize 8, out_qsize 0
2024-06-23 20:08:20,138 EPOCH 1 - PROGRESS: at 18.73% examples, 89897 words/s, in_qsize 8, out_qsize 0
2024-06-23 20:08:21,166 EPOCH 1 - PROGRESS: at 21.84% examples, 92006 words/s, in_qsize 8, out_qsize 0
2024-06-23 20:08:22,273 EPOCH 1 - PROGRESS: at 24.32% examples, 90689 words/s, in_qsize 8, out_qsize 0
2024-06-23 20:08:23,321 EPOCH 1 - PROGRESS: at 26.86% examples, 90195 words/s, in_qsize 8, out_qsize 0
2024-06-23 20:08:24,458 EPOCH 1 - PROGRESS: at 29.93% examples, 90838 words/s, in_qsize 8, out_qsize 0
2024-06-23 20:08:25,473 EPOCH 1 - PROGRESS: at 32.42% examples, 90649 words/s, in_qsize 8, out_qsize 0
2024-06-23 20:08:26,530 EPOCH 1 - PROGRESS: at 35.20% examples, 90966 words/s, in_qsize 8, out_qsize 0
2024-06-23 20:08:27,652 EPOCH 1 - PROGRESS: at 37.98% examples, 90813 words/s, in_qsize 8, out_qsize 0
2024-06-23 20:08:28,690 EPOCH 1 - PROGRESS: at 40.45% examples, 90538 words/s, in_qsize 7, out_qsize 0
2024-06-23 20:08:29,709 EPOCH 1 - PROGRESS: at 43.38% examples, 91006 words/s, in_qsize 7, out_qsize 0
2024-06-23 20:08:30,833 EPOCH 1 - PROGRESS: at 46.14% examples, 90884 words/s, in_qsize 8, out_qsize 0
2024-06-23 20:08:31,858 EPOCH 1 - PROGRESS: at 49.56% examples, 91761 words/s, in_qsize 7, out_qsize 0
2024-06-23 20:08:32,924 EPOCH 1 - PROGRESS: at 52.05% examples, 91365 words/s, in_qsize 8, out_qsize 0
2024-06-23 20:08:34,185 EPOCH 1 - PROGRESS: at 55.11% examples, 91585 words/s, in_qsize 7, out_qsize 0
2024-06-23 20:08:35,457 EPOCH 1 - PROGRESS: at 58.32% examples, 91726 words/s, in_qsize 7, out_qsize 0
2024-06-23 20:08:36,740 EPOCH 1 - PROGRESS: at 61.50% examples, 91815 words/s, in_qsize 7, out_qsize 0
2024-06-23 20:08:38,021 EPOCH 1 - PROGRESS: at 64.54% examples, 91886 words/s, in_qsize 8, out_qsize 0
2024-06-23 20:08:39,041 EPOCH 1 - PROGRESS: at 66.99% examples, 92119 words/s, in_qsize 8, out_qsize 0
2024-06-23 20:08:40,152 EPOCH 1 - PROGRESS: at 69.58% examples, 92034 words/s, in_qsize 7, out_qsize 0
2024-06-23 20:08:41,161 EPOCH 1 - PROGRESS: at 72.34% examples, 92617 words/s, in_qsize 8, out_qsize 0
2024-06-23 20:08:42,248 EPOCH 1 - PROGRESS: at 74.54% examples, 92232 words/s, in_qsize 8, out_qsize 0
2024-06-23 20:08:43,281 EPOCH 1 - PROGRESS: at 77.24% examples, 92697 words/s, in_qsize 7, out_qsize 0
2024-06-23 20:08:44,425 EPOCH 1 - PROGRESS: at 79.49% examples, 92177 words/s, in_qsize 8, out_qsize 0
